audio,transcript
adapt_sample_801_clean,طب ودي قسمة حقي يا خوي
adapt_sample_802_clean,وكسبنا تلات اجواز حمام
adapt_sample_803_clean,لا هيخلص
adapt_sample_804_clean,وانا اقدر اسيبك
adapt_sample_805_clean,على خيرة الله
adapt_sample_806_clean,و كده
adapt_sample_807_clean,تمام
adapt_sample_808_clean,هتندم يا عم
adapt_sample_809_clean,قصيدة محمود حسن إسماعيل فقالت لا أنا خلاص اخترت قصيدة الأبنودي اللي في الأهرام
adapt_sample_810_clean,تيوه هربان من المون
adapt_sample_811_clean,وأن عدونا صهيونا شيطان له زيل وأن جيوش أمتنا لها فعل كما السيل سأبحر عندما ذكر
adapt_sample_812_clean,إم مفيش حزن في رجوله بنحارب إسرائيل إم
adapt_sample_813_clean,لكن إنت ليه بتكره الفروجه وكلاهم
adapt_sample_814_clean,بيقولي طلبات عايز كذا يا ولاد يقولي عايز كذا يا ولاد
adapt_sample_815_clean,أنا رفضت أشيل بندقيه أصلا واقتل بيها
adapt_sample_816_clean,أوعى ده مين
adapt_sample_817_clean,العيد النهارده أه
adapt_sample_818_clean,يا مصر إم إم يعني أو أمانة عليك أمانة يا مسافر بورسعيد
adapt_sample_819_clean,حتى لو عيت الروشته ميعرفوش يقروهالك
adapt_sample_820_clean,مش أنهال كانت هنا ما هو ده إسم عمر ما الصعيد ما عرفه أه أه
adapt_sample_821_clean,قول حاضر ونعم
adapt_sample_822_clean,إذا كنت رئيسا لجمهورية مصر العربيه فعليك ببعض الأشياء الأشياء دين لم يفعلها سيادة الرئيس محمد مرسي
adapt_sample_823_clean,مع حفظ الألقاب طبعا لكل الناس أه مسكت المايك وقلت يا خال حمدين لو الكلام اللي انت قولته ده اتغير الكلام ده على اليوتيوب عندي
adapt_sample_824_clean,أول ما شافوني قعدوا يقولوا إيه في السماعات
adapt_sample_825_clean,فالحج رحب بي
adapt_sample_826_clean,بس قضية إن يجي حد يقولك ده مات ويحطلك
adapt_sample_827_clean,أمرتهم وأمري بمنعرج اللوا
adapt_sample_828_clean,أم واحد صاحبي جوزها دخل السجن في قضيه ما إم
adapt_sample_829_clean,نسيوا السته واحد
adapt_sample_830_clean,طب يعني إن كان إن كان ده معناه إن أنا كافر يعني أنا مش عارف أنهو أنهو دين يعني مش عارف بس على فكره أنا مش كافر
adapt_sample_831_clean,يعني ممكن اشرب شاي واغسله واشرب شاي واغسله تاني
adapt_sample_832_clean,أنا ملخص كلهم في يامنه أه اطياف موجات موجات
adapt_sample_833_clean,كنا قليلين يعني أنا أشوفه طبعا يعني نادرا
adapt_sample_834_clean,واخده بالك المفروض هي تطلع للشاشات يعني عندنا إحنا الست الصعيدي دي بيكون سنها سبعه وعشرين سنه وجوزها بيتوفى وبيسيبلها طفلين
adapt_sample_835_clean,ومعاها مره تجيب الضغط
adapt_sample_836_clean,ده أنت حتى مش عايزني اعلمهم أرميهم يا أخي
adapt_sample_837_clean,لأ صلاح طفل كبير إم غني طفل كبير مليئ إم إنسانيه وغني
adapt_sample_838_clean,ولحد ما فاطمه الجنديل إنت عارف الحكايه قول أنا معرفش والله
adapt_sample_839_clean,وجعت قلبي الله يسد مطنك
adapt_sample_840_clean,ماشي
adapt_sample_841_clean,أه واصله للناس شايفين إن هشام عنده بيدج عليها مليون فان شايفين إن يعني شايفين إن في إن في تأثير من شكل معين فبيحاولوا إن هما يحبطوا هذا التأثير
adapt_sample_842_clean,أبويا جوه
adapt_sample_843_clean,دبيه يا خميس
adapt_sample_844_clean,أه أنا فيروزي شويه
adapt_sample_845_clean,ويخليكي يا نصره يا بنتي
adapt_sample_846_clean,أنا مراتي مسميه كل ديك باسمه وكل فروجه باسمها
adapt_sample_847_clean,فاعتبرتها إيه التانيه
adapt_sample_848_clean,إبنك يقول انا حواليا الميت مليون العربيه ومفيش مكان للأمريكان بين الديار إم
adapt_sample_849_clean,تجيبي لها مش
adapt_sample_850_clean,أولها إيه بس انا مبسوط منها من حته كده يا ليالي حاسبي يا ليالي وانتي بتجري وافتكريني
adapt_sample_851_clean,يا خماسينو بالتوفيق
adapt_sample_852_clean,و أسجلها و أي خلل كده خلاص
adapt_sample_853_clean,المهم حطت في الطبق المشي القديم قدامها
adapt_sample_854_clean,فمتصنفش إسلامي على كيفك حقيقتي أقوى من زيفك
adapt_sample_855_clean,إيه إيه الإضافه اللي انت كوائل الإبراشي حسيت إنها حصلت أنا أنا واحد من الناس عانه عانه من قصور الثقافه و المرجحه فيها و الروح و الجيد و يا جماعه أنا عايز أنشر الجسده بتاعتي أو أنا عايز أعمل قوميه شعريه أو أنا عايز أعمل قوميه شعريه
adapt_sample_856_clean,بسم الله الرحمن الرحيم
adapt_sample_857_clean,ما أنا سبقتك وكلت خميس
adapt_sample_858_clean,كده طيب هروح بكره إن شاء الله ياما ده بنتي
adapt_sample_859_clean,كويس
adapt_sample_860_clean,لا ما أنا لو قولتلي ما انا هربان معلش بس دلوقتي هيشيل بندقيه ولا هقتل
adapt_sample_861_clean,ده اكتشفوا الكابتن حسام حسن بالصدفه في ناس زي حماده عندنا في الصعيد
adapt_sample_862_clean,تمام
adapt_sample_863_clean,ولدك بياخد أباتريل يا ناصر
adapt_sample_864_clean,ومين هيزرع معاك الفدانين بناتك
adapt_sample_865_clean,لا طبعا احباب
adapt_sample_866_clean,و نرفض الإجرام الذي يحدث في سوريا الذي يرتكبه بشار الأسد في في أهل سوريا دي قضيه محسومه كلنا ضد هذا الحدث أوكي تعالى بقى أكلمني على الشيء الحقيقي
adapt_sample_867_clean,والله أضرب اللي يضرب ولا ده أضربه
adapt_sample_868_clean,جت تعمل برنامج في معبد الكرنك
adapt_sample_869_clean,رئيس لجنة مكافحة الكورونا ومدير مستشفى طيور المهاجر
adapt_sample_870_clean,ده بلدين جنب بعضيهم يعني
adapt_sample_871_clean,أه أنا بكتب كل حاجه وبكتب السيناريو والحوار والفكره
adapt_sample_872_clean,لو الريس ده بيجي واحد تاني هفضل برضو حاطط عيني عليه و لو غلط هننتقده برضو يا ريت يا يونس كان معايا الفيديو بتاع ال الدعم بتاع حمدين صباحي و الله العظيم يا وائل في المؤتمر بتاعه بيدوني المايك عشان اكلمه أنا و حمدين
adapt_sample_873_clean,يعني يعني انت كنت حبيب الناس دي أه جدا جدا أه جدا جدا كانوا جمهورك
adapt_sample_874_clean,أه ده نمره واحد
adapt_sample_875_clean,وانا معايا أربع شحوطه
adapt_sample_876_clean,واحد مثلا ممكن واحد يتقدم يكون كويس يقوله خمسين ألف جنيه مهر ليه
adapt_sample_877_clean,تقوم إنت تاكله لوحدك
adapt_sample_878_clean,ليه عيش ليه عيش متوارث
adapt_sample_879_clean,أمال إيه يا رب
adapt_sample_880_clean,ليه يا دكتور أبويا عنده إيه
adapt_sample_881_clean,استغلك شغل ياد يا ابن الكلب بدل ما اجي اطرشك بالطريقه في راسك
adapt_sample_882_clean,أنا من حقي أقول بس بس الهجوم اللي حصل عليك خلاني مش فاهم
adapt_sample_883_clean,اللي شايفك أنا أول مره أشوفك على حد
adapt_sample_884_clean,ها يا ناصر
adapt_sample_885_clean,واسمعوا أوعى تقولوله إن أنا اللي هعمله العمليه
adapt_sample_886_clean,أنا عايزاك تفركش الجوازه وهديلك جوزين حمام
adapt_sample_887_clean,إنت مراتك الطيبه يا جمعه لكن أنا مراتي الفروجه اللي بتبيض بتعملها عيد ميلاد إتصدق وتأمن بالله
adapt_sample_888_clean,تمام غلطان
adapt_sample_889_clean,ده اسمه طلبه
adapt_sample_890_clean,مقدرش أستدرج عاطفيا بالطريقه اللي انت بتقولي عليها خلي بالك
adapt_sample_891_clean,هي دي بس الموضه الجديده اللي طالعه و عشان كده لو تفتكر أنا ما عرفش انت كنت بتابعني في أيام الانتخابات المرحله التانيه أنا كنت أول مرحله مع حمدين تاني مرحله كنت مع مرسي
adapt_sample_892_clean,غير اللي كان عامله فاروق حسني إيه إيه يعني
adapt_sample_893_clean,محدش هيسأل فيك خلاص
adapt_sample_894_clean,ملعون في كل كتاب يا داء الخرس إم الصمت غضبان منسوجين عنكبوت
adapt_sample_895_clean,إحنا ليه زعلنا بس عايز أقول حاجه ليه زعلنا إنه من ملكة جمال الصعيد المسابقه دي الناس فاهمه غلط إحنا يعني
adapt_sample_896_clean,طلعت مش فاكر في قناة إيه واتكلمت وقلت كان معايا الدكتور صفوت حجازي قولتله هل يا دكتور صفوت في يوم من الأيام الحلقه دي كانت في حدود ساعتين وقولتله هل يا دكتور صفوت هييجي يوم من الأيام ويتهم هشام الجخ أنا أقبل أمام بنتي
adapt_sample_897_clean,أهلا يا دكتوره تعالي يا بنتي
adapt_sample_898_clean,الله يسلمك
adapt_sample_899_clean,دارس لغه عربيه عربيه يعني إم
adapt_sample_900_clean,أنا أنا
adapt_sample_901_clean,أيوه يا عمي أنا مارضيتش أشارككم انت وأبويا ياخدها حد غريب
adapt_sample_902_clean,قالي مش عارف أرسم النهارده خالص معاكش حاجه كان دايما كده في المربع بتاع الأهرام أه
adapt_sample_903_clean,اللي يضرب ولدي أضربه
adapt_sample_904_clean,إن عشتي يا دار لابنيكي على مهل وأقحل أساسك يا ما بين على مهل
